지점,지점명,일시,평균기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10)
192,진주,2017-07-04,26.1,1.9,3.4,1.2,80.5,3.9,2.23,13.38,,
192,진주,2017-07-05,25.8,17.6,3.4,1.2,81.8,6.2,2.37,15.67,,
192,진주,2017-07-06,24.8,5.2,3.1,1,89.6,.1,1.09,6.28,,
192,진주,2017-07-07,25.2,.3,2.6,.9,90.4,.6,1.7,7.86,,
192,진주,2017-07-08,25.5,7.1,2.8,1,91.9,.9,1.74,6.4,,
192,진주,2017-07-09,26.8,,3.1,1.2,84.3,7.2,2.39,16.33,,
192,진주,2017-07-10,26.9,0,3.3,1.9,85.8,.6,1.28,7.36,,
192,진주,2017-07-11,26.1,0,3.6,1.7,78.5,.9,1.31,10.18,,
192,진주,2017-07-12,27.4,,3.4,1.2,75.6,11.2,2.7,20.71,,
192,진주,2017-07-13,26.8,,3.3,1.1,78.3,10.4,2.65,20.76,,
192,진주,2017-07-14,26.7,0,3.3,1.2,81.9,3.8,2.34,13.16,,
192,진주,2017-07-15,27,0,2.9,1.2,80,.3,1.34,8.22,,
192,진주,2017-07-16,28.8,,4.5,1.8,73.6,8.9,2.57,17.84,,
192,진주,2017-07-17,26.6,4.8,4.4,1.2,83.1,2,1.89,9.87,,
192,진주,2017-07-18,26.7,1.9,2.7,.9,83.6,2.5,1.77,11.38,,
192,진주,2017-07-19,27.8,,3.2,1,73.5,9,2.23,17.14,,
192,진주,2017-07-20,28.5,,3.9,1.1,78.1,9.2,2.31,18.17,,
192,진주,2017-07-21,30.2,,3.2,1.4,73.5,10.5,2.35,17.83,,
192,진주,2017-07-22,30,,3.5,1.3,72.9,10.3,2.33,18.33,,
192,진주,2017-07-23,29,,3.1,1.2,78.5,.1,1.24,9.81,,
192,진주,2017-07-24,29.7,.1,4,.9,79.4,5.4,1.88,13.11,,
192,진주,2017-07-25,27.3,17.2,3.4,.9,87.4,1.9,1.87,8.24,,
192,진주,2017-07-26,26.1,,3.4,1.3,69.9,7.4,2.23,16.07,,
192,진주,2017-07-27,25.7,,3.2,1.2,64.1,12.8,2.72,22.1,,
192,진주,2017-07-28,27.2,,3.3,1,68,10.2,2.53,19.08,,
192,진주,2017-07-29,25.9,,2.5,1,80.9,0,1.08,5.4,,
192,진주,2017-07-30,26.8,,2.6,1.2,78.6,4.4,2.32,13.87,,
192,진주,2017-07-31,26.2,38.2,2.8,.8,87,.2,1.28,7.89,,
192,진주,2017-08-01,27.3,,2.8,1.2,81.5,7.8,2.65,17.69,,
192,진주,2017-08-02,26.9,,3.2,1.1,81.5,4.3,2.11,12.59,,
192,진주,2017-08-03,27.5,,3.6,1.4,71.8,12.2,2.48,19.76,,
192,진주,2017-08-04,28.9,,3.9,1.2,71,11.1,2.49,17.7,,
192,진주,2017-08-05,29.6,,4.2,1.4,68.9,12,2.6,19.93,,
192,진주,2017-08-06,30.9,,3.1,1.2,62.5,12.2,2.55,19.54,,
192,진주,2017-08-07,30.5,,3.4,1.4,60.3,12.3,2.34,19.07,,
192,진주,2017-08-08,28,0,2.6,1,70.5,4.1,2.24,11.46,,
192,진주,2017-08-09,26.7,.2,2.5,.8,87,.6,1.28,6.08,,
192,진주,2017-08-10,28.8,,4.1,1.4,72.4,7.4,2.75,18.29,,
192,진주,2017-08-11,26.6,28.8,4.6,1.2,78.8,6.1,2.41,14.11,,
192,진주,2017-08-12,25.8,0,3.2,1.1,76.3,6.9,2.21,14.35,,
192,진주,2017-08-13,24.1,1.6,3.4,1,76.1,.1,1.12,7.19,,
192,진주,2017-08-14,22,48.5,3,.7,96.6,0,.38,1.52,,
192,진주,2017-08-15,22.8,5.7,1.6,.5,95.4,0,.32,2.41,,
192,진주,2017-08-16,26.3,.8,2.2,.7,85.5,5.4,2.18,12.54,,
192,진주,2017-08-17,26.8,.8,2.4,.8,80,6.7,2.8,16.75,,
192,진주,2017-08-18,26.6,0,3.3,1.1,77.4,8.2,2.79,16.91,,
192,진주,2017-08-19,25.7,12.8,3,.9,85.3,1.3,1.36,8.28,,
192,진주,2017-08-20,24.8,26.2,2.5,.9,91.3,1.3,1.29,6.92,,
192,진주,2017-08-21,25.3,20.2,3.1,1.1,90.8,3.4,1.68,10.14,,
192,진주,2017-08-22,26.1,8.1,3.5,1,88.8,4.9,1.43,10.85,,
192,진주,2017-08-23,28.3,11.6,3.4,1.3,77.3,9.9,2.63,17.17,,
192,진주,2017-08-24,29.4,.3,4.6,2.2,68.3,9.6,1.97,14.35,,
192,진주,2017-08-25,27.6,.8,3.3,1.1,66.9,6.2,2.16,12.61,,
192,진주,2017-08-26,23.6,,3.1,.9,54.5,12.1,2.73,20.67,,
192,진주,2017-08-27,22.9,,2.4,.8,61.8,12.1,2.58,19.79,,
192,진주,2017-08-28,24.9,,2.5,1,71,8.6,2.41,15.43,,
192,진주,2017-08-29,26.9,0,3.2,1.5,55.6,9.8,2.43,17.77,,
192,진주,2017-08-30,22.3,,3.4,1.6,45.8,4.4,2.18,12.9,,
192,진주,2017-08-31,21.9,,3.1,1.1,59.8,9.9,2.55,17.46,,
192,진주,2017-09-01,22.7,,3.3,1.5,50.8,10.5,2.54,19.18,,
192,진주,2017-09-02,20.2,,2.6,1,63,6.1,1.93,13.1,,
192,진주,2017-09-03,21.5,,3.3,1.1,61,11,2.47,18.86,,
192,진주,2017-09-04,21.8,,3.3,.9,69.5,4.3,2.21,11.13,,
192,진주,2017-09-05,21.5,.7,2.4,.9,76.3,.1,.67,4.82,,
192,진주,2017-09-06,20.8,32.3,2.4,.6,86.4,0,.62,3.49,,
192,진주,2017-09-07,20.6,1,1.7,.5,81,3.7,1.36,8.51,,
192,진주,2017-09-08,22.3,,2.6,.5,73.8,9.6,2.48,18.46,,
192,진주,2017-09-09,22.2,,2.2,.7,70.8,8.8,2.1,14.67,,
192,진주,2017-09-10,22.6,,3.3,.9,68.8,6.4,2.29,14.31,,
192,진주,2017-09-11,20.9,74.4,2.1,.8,87.5,0,.82,3.28,,
192,진주,2017-09-12,22.9,,2.9,.8,70.5,11.2,2.5,18.19,,
192,진주,2017-09-13,20.6,,2.8,.9,62.9,11.3,2.53,18.76,,
192,진주,2017-09-14,20.3,,4.2,1.2,65.5,10.4,2.51,17.89,,
192,진주,2017-09-15,20,,4.7,1.5,58.8,2.2,1.51,10.38,,
192,진주,2017-09-16,21.5,,3.4,2.1,56.8,1,1.5,8.18,,
192,진주,2017-09-17,22.2,,4.5,2.4,65.9,1.1,1.54,6.59,,
192,진주,2017-09-18,20.8,,2.4,.7,71,9.5,2.28,15.38,,
192,진주,2017-09-19,21.7,,3,1,70.6,7.7,1.78,12.18,,
192,진주,2017-09-20,20.6,,3.2,.9,65.4,3,1.31,8.5,,
192,진주,2017-09-21,18.2,,2.4,.7,70,9.9,2.13,14.77,,
192,진주,2017-09-22,19.3,,2.4,.7,70,9,2.41,15.61,,
192,진주,2017-09-23,19.6,,2.2,.7,69.3,7.5,1.88,12.49,,
192,진주,2017-09-24,20.5,,3.2,.8,69.8,9.3,2.23,14.62,,
192,진주,2017-09-25,21.7,,3.3,.8,72.5,9.4,2.21,14.78,,
192,진주,2017-09-26,22.1,,3.1,1,65,10.6,2.18,15.36,,
192,진주,2017-09-27,19.2,8.2,2.8,1.4,81.5,0,.88,3.36,,
192,진주,2017-09-28,20.1,,3.1,1.1,63,8.6,2.37,15.01,,
192,진주,2017-09-29,15.8,,2.7,.8,58.3,10.2,2.32,16.12,,
192,진주,2017-09-30,15.7,,3,.7,59.3,10.6,2.37,16.83,,
192,진주,2017-10-01,14.9,25.3,2.1,.7,81.1,.1,.66,3.37,,
192,진주,2017-10-02,21.1,37.4,2.4,.8,79.8,1.2,1.78,7.08,,
192,진주,2017-10-03,20.7,10.8,3.6,1,75.6,7.6,1.99,12.85,,
192,진주,2017-10-04,18.6,,3.5,1.4,67,5.9,1.94,12.31,,
192,진주,2017-10-05,16.9,2.9,3.7,1.1,68.6,.4,1.26,5.94,,
192,진주,2017-10-06,16.2,7.8,2.1,.6,87.3,0,.58,3.13,,
192,진주,2017-10-07,18.8,0,2.6,.7,82.4,3.6,1.38,9.33,,
192,진주,2017-10-08,20.4,,2.2,.7,75.4,8.9,2.21,14.79,,
192,진주,2017-10-09,20.9,,2.5,.7,75,10.5,2.13,14.14,,
192,진주,2017-10-10,21.6,,1.7,.6,78.3,7.2,2.11,13.34,,
192,진주,2017-10-11,21.1,,2.5,1,72.8,2.1,1.2,6.18,,
192,진주,2017-10-12,14.4,18.6,3.2,1.2,79.1,0,.15,1.1,,
192,진주,2017-10-13,14.3,,3.4,1.1,58.9,10.4,2.24,15.39,,
192,진주,2017-10-14,15.8,,3.7,1.2,50.1,6.3,2.05,11.93,,
192,진주,2017-10-15,14.7,2.8,2.7,.8,75.8,.5,1.02,4.86,,
192,진주,2017-10-16,15.6,,3,1.3,66.1,.1,.69,4.09,,
192,진주,2017-10-17,14.9,,2.9,.7,75.4,3.6,1.5,7.46,,
192,진주,2017-10-18,15.9,0,3.1,1.4,61.9,.1,1.09,4.41,,
192,진주,2017-10-19,16.6,,2.9,1.2,61.4,4.8,2.08,10.58,,
192,진주,2017-10-20,15.9,,3,.9,68.6,9.4,2.15,13.04,,
192,진주,2017-10-21,15.7,,3.9,1.4,62.9,9.8,2.04,12.83,,
192,진주,2017-10-22,17.7,,5.5,3.4,45.4,9.6,2,12.56,,
192,진주,2017-10-23,14.9,,3.4,1.4,48.4,9.3,2.07,12.95,,
192,진주,2017-10-24,11.4,.1,1.9,.5,76.4,3.3,1.18,5.54,,
192,진주,2017-10-25,11.3,,1.8,.5,72.5,9.9,1.98,12.88,,
192,진주,2017-10-26,11.8,,2.2,.6,73.6,6.1,2.01,10.26,,
192,진주,2017-10-27,13.1,,2.9,.7,69.8,9.5,1.81,11.75,,
192,진주,2017-10-28,16.1,,3.4,1,69.9,2.3,1.27,6.76,,
192,진주,2017-10-29,15.1,,5.5,2.2,48.1,9.7,1.84,11.33,,
192,진주,2017-10-30,9,,4.2,1.4,39.9,9.8,2.07,13.55,,
192,진주,2017-10-31,8.1,,2.9,.9,58,9.7,2.01,12.99,,
192,진주,2017-11-01,9.9,,2.1,.7,61.9,9.7,1.97,12.53,,
192,진주,2017-11-02,11,,1.7,.5,74,9,1.51,9.74,,
192,진주,2017-11-03,12.1,,3.1,.8,65.5,7.3,1.77,10.05,,
192,진주,2017-11-04,8.8,,3.9,1.4,51.5,9.6,1.92,12.16,,
192,진주,2017-11-05,6.7,,1.9,.6,67.4,9.5,1.92,12.2,,
192,진주,2017-11-06,8.2,,2.5,.7,71,9.2,1.86,11.66,,
192,진주,2017-11-07,13,,2.1,.6,74.9,4.7,1.52,7.01,,
192,진주,2017-11-08,15.3,,4.1,1.3,53.8,6.8,1.75,9.8,,
192,진주,2017-11-09,9.8,,2.2,.6,61.4,9.3,1.75,10.98,,
192,진주,2017-11-10,12.7,,5.8,1.8,61.1,5.5,1.35,7.35,,
192,진주,2017-11-11,8.6,,5,1.9,36.5,9.4,1.87,11.81,,
192,진주,2017-11-12,5.6,,1.6,.6,58.9,8.8,1.54,9.79,,
192,진주,2017-11-13,8.1,,2.2,.6,68.1,5.9,1.7,8.18,,
192,진주,2017-11-14,10.2,,4.1,1.1,47.9,9,1.68,9.76,,
192,진주,2017-11-15,6.1,,3.5,1.2,49,8.9,1.7,9.7,,
192,진주,2017-11-16,3.4,,2.8,.7,64.4,9.1,1.73,10.69,,
192,진주,2017-11-17,5.9,,2.1,.5,60.8,5.8,1.44,7.28,,
192,진주,2017-11-18,5.3,,5.8,2.8,28.3,8.9,1.69,10.68,,
192,진주,2017-11-19,3.4,,3.9,1.7,33.3,7.8,1.78,10.45,,
192,진주,2017-11-20,4.5,,3.9,.8,43.6,9,1.67,10.22,,
192,진주,2017-11-21,2.7,,3.4,.7,67.6,8.9,1.71,10.7,,
192,진주,2017-11-22,6.5,,4.7,1.1,60.6,2.3,.89,5.07,,
192,진주,2017-11-23,3.5,0,4.6,1.6,47.6,5.4,1.66,7.07,,
192,진주,2017-11-24,2.3,,6.1,1.9,56.1,8.7,1.48,9.43,,
192,진주,2017-11-25,2.9,,3.2,.7,70.8,7.2,1.65,8.47,,
192,진주,2017-11-26,7.2,,4.8,1.2,69.1,6.3,1.35,6.87,,
192,진주,2017-11-27,5.2,,1.6,.4,74.3,6.9,1.34,7.81,,
192,진주,2017-11-28,8.4,,3.4,.8,77.9,5.9,1.43,6.97,,
192,진주,2017-11-29,9.4,,2.6,.7,55.6,4.8,1.4,6.05,,
192,진주,2017-11-30,6.1,,5.2,2.3,22.1,6.3,1.87,8.64,,
192,진주,2017-12-01,1.2,,4.6,1.9,31,8.3,1.72,10.18,,
192,진주,2017-12-02,-.6,,2.1,.6,54.5,7.7,1.46,8.33,,
192,진주,2017-12-03,2.4,,2.2,.5,68.8,8.1,1.55,9.13,,
192,진주,2017-12-04,3.3,,4.8,1.8,53.6,7.3,1.33,7.43,,
192,진주,2017-12-05,-1.4,,3.9,1.4,47.1,8.6,1.64,9.66,,
192,진주,2017-12-06,-.2,,3.3,.7,61.1,7.5,1.57,8.93,,
192,진주,2017-12-07,2,0,4.1,1,64,5.2,1.22,5.95,,
192,진주,2017-12-08,.7,,5,2.3,35,8.5,1.67,9.83,,
192,진주,2017-12-09,.9,,5.6,1.3,57.3,6.8,1.56,8.01,,
192,진주,2017-12-10,3.8,1.2,5.2,1.3,69.4,4.5,1.39,5.59,,
192,진주,2017-12-11,.6,,5.4,2.4,39.9,8,1.52,8.55,,
192,진주,2017-12-12,-2.7,,4,2,30.8,8.1,1.65,9.39,,
192,진주,2017-12-13,-3.2,,4.4,1.5,34.8,8.5,1.66,9.85,,
192,진주,2017-12-14,-2.9,,2.4,.5,36.1,7.4,1.53,8.06,,
192,진주,2017-12-15,-.3,,1.9,.6,37.1,7.1,1.39,8.07,,
192,진주,2017-12-16,0,,5.3,2,40.8,7.7,1.4,8.1,,
192,진주,2017-12-17,-2.3,,4.2,1.5,42,8.4,1.62,9.49,,
192,진주,2017-12-18,.7,0,4.3,1.1,56.9,8.3,1.53,9.35,,
192,진주,2017-12-19,-.1,,4.3,1.5,51.6,8,1.56,9.21,,
192,진주,2017-12-20,-1.9,,2.4,.7,52,6.4,1.27,5.45,,
192,진주,2017-12-21,-1.1,,2.2,.6,60.1,8.4,1.17,7.11,,
192,진주,2017-12-22,-.9,,1.9,.4,60.4,8.4,1.18,7.02,,
192,진주,2017-12-23,.9,,1.5,.4,71.4,7.1,1.06,5.63,,
192,진주,2017-12-24,5.3,12.8,5,1.6,67.9,1.9,.43,1.98,,
192,진주,2017-12-25,2,,4.9,1.7,38.4,8.4,1.22,7.2,,
192,진주,2017-12-26,.4,,6.4,2.2,44.1,6.2,1.2,5.32,,
192,진주,2017-12-27,-1.4,,3.8,1.4,30.8,8.5,1.26,7.4,,
192,진주,2017-12-28,-1.6,,2.6,.7,52.9,3.8,.89,4.48,,
192,진주,2017-12-29,2.1,,4.2,1,66.3,8.1,1.07,6.09,,
192,진주,2017-12-30,1.7,,1.4,.5,75.9,.1,.53,1.92,,
192,진주,2017-12-31,3.7,0,4.2,1.8,43,8.4,1.17,6.75,,
192,진주,2018-01-01,.9,,4.4,1.5,47.9,8.4,1.2,7.13,,
192,진주,2018-01-02,.7,,2.2,.7,56.9,8.1,1.08,6.7,,
192,진주,2018-01-03,2,,3.6,1.5,26.5,8.6,1.3,7.35,,
192,진주,2018-01-04,1.4,,2.3,1,32.1,4,1.02,4.79,,
192,진주,2018-01-05,2.4,,4.4,1.3,37.9,7.1,1.22,6.54,,
192,진주,2018-01-06,-.3,,2.9,.8,52.3,8.5,1.25,7.64,,
192,진주,2018-01-07,-.3,.9,1.6,.5,61.9,1,.48,2.81,,
192,진주,2018-01-08,3.2,1.5,5.9,1.1,81.4,0,.21,1.23,,
192,진주,2018-01-09,1.8,,5.3,2.6,45,7.7,1.27,6.81,,
192,진주,2018-01-10,-1.7,.5,4.4,2.3,57.3,4.3,.76,4.31,,
192,진주,2018-01-11,-5.4,,4.2,1.5,46.5,8.7,1.3,7.78,,
192,진주,2018-01-12,-6.4,,4.6,1.4,47.5,8.7,1.32,8.14,,
192,진주,2018-01-13,,,4.1,.9,,1.9,.66,.96,,
192,진주,2018-01-14,-1.1,,3.3,.6,72.5,6.4,1.27,6.01,,
192,진주,2018-01-15,3.8,,3.5,.8,65.6,8.8,1.22,7.24,,
192,진주,2018-01-16,2.9,22.9,2.1,.6,85.6,0,.17,.87,,
192,진주,2018-01-17,4.5,4.1,3.1,.8,87.4,3.4,.83,3.9,,
192,진주,2018-01-18,2.9,,1.7,.5,80.3,5.9,1.12,5.88,,
192,진주,2018-01-19,1,,2.3,.6,68.8,8.2,1.21,7.38,,
192,진주,2018-01-20,0,,1.6,.5,64.3,8.5,1.2,7.11,,
192,진주,2018-01-21,1.1,,3.3,.6,61.3,6.9,1.11,6.11,,
192,진주,2018-01-22,4.7,0,5.2,1.3,53.4,3.7,.99,4.32,,
192,진주,2018-01-23,-3.1,,5.8,2.2,39.4,9,1.32,8.03,,
192,진주,2018-01-24,-6.6,,6.1,2.3,30.5,9.2,1.33,8.17,,
192,진주,2018-01-25,-5.6,,4.7,2,22.4,7.9,1.41,8.14,,
192,진주,2018-01-26,-5.7,,4.9,1.7,23.1,9.2,1.44,8.91,,
192,진주,2018-01-27,-4.7,,2.8,.9,37.1,9.2,1.39,8.6,,
192,진주,2018-01-28,.5,,4.6,1.4,33.6,7.5,1.34,7.72,,
192,진주,2018-01-29,-2.9,,5.5,2.2,34,9.3,1.36,8.52,,
192,진주,2018-01-30,-4.1,,2.8,.9,46.4,8.5,1.39,8.18,,
192,진주,2018-01-31,-1.8,,2.1,.6,55,5.3,1.08,5.73,,
192,진주,2018-02-01,-1.2,,3.5,.7,50.5,9.3,1.4,9.01,,
192,진주,2018-02-02,-1.9,,2,.5,40.4,5.8,1.13,6.25,,
192,진주,2018-02-03,-3.6,,5.4,2.3,41.5,9.4,1.46,9.28,,
192,진주,2018-02-04,-4.5,,5.9,2.7,29,9.5,1.49,9.45,,
192,진주,2018-02-05,-5,,5.9,2.3,35.1,9.1,1.47,8.34,,
192,진주,2018-02-06,-5.3,,5.1,2.7,30.5,9.7,1.5,9.54,,
192,진주,2018-02-07,-6.1,,2.9,.9,43.9,9.7,1.51,10.02,,
192,진주,2018-02-08,-3.7,,3,.7,44,9.6,1.4,8.97,,
192,진주,2018-02-09,3,,4.7,1.2,48.6,7.3,1.4,7.9,,
192,진주,2018-02-10,3.3,,4.2,1.7,43,4.6,1.24,6.28,,
192,진주,2018-02-11,-1.4,,5.9,2.4,42.4,7.2,1.47,8.57,,
192,진주,2018-02-12,-1.8,,6.6,2.4,46.5,9,1.58,9.35,,
192,진주,2018-02-13,.3,,3.9,1.5,44,10.1,1.57,10.1,,
192,진주,2018-02-14,5.1,,5.8,1.6,60.8,5.8,1.41,7.21,,
192,진주,2018-02-15,5,,2.7,1,49,6.3,1.23,6.96,,
192,진주,2018-02-16,3.4,,2.7,.8,30.9,5.2,1.26,6.63,,
192,진주,2018-02-17,2.5,,4.3,1.6,22.3,9.4,1.65,10.8,,
192,진주,2018-02-18,3.1,,2.9,.8,26.3,7.1,1.27,7.74,,
192,진주,2018-02-19,4.3,,2.2,.6,39.4,4.2,1.11,6.22,,
192,진주,2018-02-20,4.3,,2,.7,39.8,8.7,1.33,8.08,,
192,진주,2018-02-21,2.9,,3.3,1.2,21.1,0,.68,4.57,,
192,진주,2018-02-22,.3,,2.8,.9,39.4,10,1.5,9.8,,
192,진주,2018-02-23,2.7,0,4.2,1.3,59.4,7.9,1.45,8.72,,
192,진주,2018-02-24,5.5,,3.3,.8,60.4,9.1,1.52,9.27,,
192,진주,2018-02-25,6.2,,2.2,.7,61.3,4,1.36,6.62,,
192,진주,2018-02-26,4.5,,3.9,.8,53.1,10.4,1.66,11.36,,
192,진주,2018-02-27,5.6,,4.6,.9,61.4,8.9,1.36,9.09,,
192,진주,2018-02-28,5.9,30.8,2.7,1.1,78.8,0,.26,.97,,
192,진주,2018-03-01,5.2,,6.7,2.8,41.8,9.3,1.76,10.97,,
192,진주,2018-03-02,2.9,,3.1,1.1,43.3,10.4,1.73,11.76,,
192,진주,2018-03-03,6.9,,2.8,1,64.9,8,1.64,9.54,,
192,진주,2018-03-04,9.4,13.1,2.8,.8,85.9,0,.4,2.4,,
192,진주,2018-03-05,6.8,6,4.1,1.8,82.3,.3,.47,1.95,,
192,진주,2018-03-06,6,,3.6,1.4,58.3,10.6,1.78,12.33,,
192,진주,2018-03-07,4.7,12.7,3,1.4,69,0,.54,2.52,,
192,진주,2018-03-08,4.7,38.7,5.2,1.7,78.1,2,.84,4.15,,
192,진주,2018-03-09,5.3,,3,.8,68.8,2.8,.98,6.31,,
192,진주,2018-03-10,6.3,,4.4,1.1,67.1,9.8,1.74,11.59,,
192,진주,2018-03-11,6.2,,3.9,.8,61,10.5,1.75,11.86,,
192,진주,2018-03-12,7.6,,4.1,1.1,66.3,10.4,1.71,11.62,,
192,진주,2018-03-13,10.2,,3.6,1.2,71,8.9,1.75,11.65,,
192,진주,2018-03-14,13.3,,4.1,1.3,72.4,8.6,1.77,11.86,,
192,진주,2018-03-15,14.3,43.5,2.3,.8,91.8,0,.24,1.22,,
192,진주,2018-03-16,6.8,3.8,4.2,2.3,65,2.6,1.27,5.98,,
192,진주,2018-03-17,4.9,,3.3,1.2,60.8,10.7,1.88,13.18,,
192,진주,2018-03-18,6.8,9.7,1.6,.7,83.3,.1,.55,3.76,,
192,진주,2018-03-19,9,40.4,3.6,1.6,89.6,0,.18,1.13,,
192,진주,2018-03-20,5.6,1.4,5.6,3.6,54.4,2.6,1.59,7.62,,
192,진주,2018-03-21,1.9,9.9,3.6,2.2,81.9,0,.5,2.75,,
192,진주,2018-03-22,6,,2.7,.9,61.1,9.3,1.92,13.16,,
192,진주,2018-03-23,6.4,,2.8,.9,60,11,1.93,13.71,,
192,진주,2018-03-24,8.7,,3.4,.9,59.9,10.2,1.76,11.88,,
192,진주,2018-03-25,10.8,,3.8,1.1,62.3,10.5,1.88,13.04,,
192,진주,2018-03-26,11.5,,3.2,.9,58.6,11.1,1.78,12.99,,
192,진주,2018-03-27,12.3,,4,1.1,58.6,11.1,1.83,13.16,,
192,진주,2018-03-28,13.4,,4,1.2,61.1,10.7,1.91,13.74,,
192,진주,2018-03-29,14.1,,3.5,.9,66.4,8.8,1.73,11.61,,
192,진주,2018-03-30,12.3,,3.7,1.3,58.1,9.8,1.78,12.58,,
192,진주,2018-03-31,12.4,,3.4,1.1,52.4,10.4,1.78,12.66,,
192,진주,2018-04-01,14.9,,3.4,1.1,66,5.6,1.38,9.63,,
192,진주,2018-04-02,16.3,,3.8,1.3,75.8,8.3,1.7,11.96,,
192,진주,2018-04-03,17.4,,4.4,1.5,75.8,7.2,1.87,11.87,,
192,진주,2018-04-04,14.1,15.7,4.1,1.6,86.3,.1,.41,2.34,,
192,진주,2018-04-05,8.9,4.9,2.3,1.1,88.6,0,.24,1.4,,
192,진주,2018-04-06,10.4,17.1,6.3,2.7,55.3,6.8,2.99,17.86,,
192,진주,2018-04-07,6,,5.8,2.8,37.6,9.3,3.36,19.08,,
192,진주,2018-04-08,8.5,0,5.2,2.3,51.5,11,3.07,22.27,,
192,진주,2018-04-09,12.9,,3.8,1.4,53.8,11.4,3.01,23.31,,
192,진주,2018-04-10,13.6,,4.8,1.8,69.6,8.1,2.82,18.36,,
192,진주,2018-04-11,19.1,.2,5.5,2.2,39.1,10.6,3.2,23.76,,
192,진주,2018-04-12,13.7,,3.3,1.1,39.5,5.6,2.83,16.27,,
192,진주,2018-04-13,12.4,0,4.2,1.6,39,.5,1.13,9.45,,
192,진주,2018-04-14,10.2,34.8,4,1.2,78.3,0,.66,2.77,,
192,진주,2018-04-15,13.1,,4.2,2.1,43.8,11.2,3.04,23.01,,
192,진주,2018-04-16,11.5,,3.7,1.3,58.4,9.2,2.92,20.57,,
192,진주,2018-04-17,12.8,,3.1,1.1,63.6,10.3,3.33,22.82,,
192,진주,2018-04-18,13.4,,3.4,1.1,59.3,11.9,3.31,25.25,,
192,진주,2018-04-19,14.5,,3.4,1,57.9,11.1,3.28,25.04,,
192,진주,2018-04-20,16.4,,3.6,1,53.4,11.7,3.19,24.41,,
192,진주,2018-04-21,16.5,,3.8,1.2,62.6,10.7,3.33,25.13,,
192,진주,2018-04-22,16,.4,3.4,1.1,80.5,.2,1.39,5.37,,
192,진주,2018-04-23,11.2,45.8,1.9,1.1,91.6,0,.23,1.49,,
192,진주,2018-04-24,12.4,8.9,3.4,1.7,80.1,0,1.07,6.21,,
192,진주,2018-04-25,13.4,,3.6,1.3,52.8,12.4,3.36,26.82,,
192,진주,2018-04-26,14.2,,3.2,.9,61.4,10.6,2.83,22.02,,
192,진주,2018-04-27,16.1,,3.6,1.1,58.3,11.1,3.14,24,,
192,진주,2018-04-28,15.4,,3.2,1.2,70,11,3.25,24.79,,
192,진주,2018-04-29,16,,4,1.4,65.8,11.5,3.33,25.21,,
192,진주,2018-04-30,17.7,,3.3,1.2,72.1,9.1,3.03,20.72,,
192,진주,2018-05-01,16.7,.2,1.9,.8,82.5,0,1.16,8,,
192,진주,2018-05-02,16.3,3.2,5.1,1.1,88.6,.8,.77,5.1,,
192,진주,2018-05-03,13.3,,6.2,3.4,45.3,11.4,3.23,24.26,,
192,진주,2018-05-04,15.1,,6.6,2.8,36.1,12.7,3.43,27.46,,
192,진주,2018-05-05,16.9,,4.3,1.9,51.3,11.5,3.24,24.63,,
192,진주,2018-05-06,16.9,16.2,2.7,.9,90.8,0,.41,2.87,,
192,진주,2018-05-07,16,24.4,2.9,.9,88.9,.2,1.2,6.98,,
192,진주,2018-05-08,14.9,,4.6,2,65.1,2.5,1.61,13.54,,
192,진주,2018-05-09,14.1,,3.5,1.6,60,8.3,3.02,22.55,,
192,진주,2018-05-10,15.8,,3.1,1.3,64.8,11.2,3.44,26.83,,
192,진주,2018-05-11,16.5,,3.9,1.2,60.3,10.3,3.31,24.66,,
192,진주,2018-05-12,17,7.1,2.9,.9,78,.2,1.26,6.08,,
192,진주,2018-05-13,19.6,7.9,2.8,1.2,73.8,6.8,3.26,18.02,,
192,진주,2018-05-14,19,,2.9,1.1,64.4,12.1,3.19,25.85,,
192,진주,2018-05-15,20.4,.3,3.4,1,72.4,7.8,3.16,21.45,,
192,진주,2018-05-16,21,3.3,2.6,1.1,93.4,0,.42,1.95,,
192,진주,2018-05-17,21.6,1.8,3.2,1.3,91.6,.8,2.51,7.54,,
192,진주,2018-05-18,21.2,1.4,3.3,1.7,83,3.1,2.56,15.28,,
192,진주,2018-05-19,15.5,.5,4.5,2.1,63.6,4.6,3.33,16.42,,
192,진주,2018-05-20,15.6,,4.9,2.2,53.6,8.3,3.15,21.92,,
192,진주,2018-05-21,17.2,,2.9,1.5,64,3.6,2.83,17.54,,
192,진주,2018-05-22,17.7,7.8,3.1,1.1,69.8,7.5,3.33,20.94,,
192,진주,2018-05-23,19.9,17.4,4,1.5,60.5,11,3.53,27.61,,
192,진주,2018-05-24,18.9,,3.9,1,56.5,12.9,3.48,28.36,,
192,진주,2018-05-25,19.2,,2.1,.9,56.3,8.2,2.95,21.27,,
192,진주,2018-05-26,19.9,,3.4,1.1,58.6,13.1,3.41,28.1,,
192,진주,2018-05-27,20.3,,3,1.1,66.3,5.7,2.39,18.25,,
192,진주,2018-05-28,19,2.8,2.8,.6,86.3,.7,1.18,8.22,,
